pixels,pixel_max_d2fdlnλ2,chunk_id,fit_min_λ,fit_max_λ,fit_λc,fit_depth,fit_σ²,fit_a,fit_b,fit_covar,fit_χ²_per_dof,fit_converged,λ_near_center,f_near_center,dfdlnλ_near_center,df2dlnλ2_near_center,λ_min_flux,dfdlnλ_min_flux
1844:1894,1870,6,5406.926386742145,5407.433983887377,5407.185428206927,0.02509989689885838,0.052247234895683205,0.9265068961467279,0.009194166150819454,[0.07706762039057401 0.022577002052944106 3.170455320181623 4.2746500957155735 0.008503088026726816; 0.022577002052943836 0.2684522678856185 0.8426833768688221 1.062218731315364 0.09082120236278277; 3.1704553201816235 0.842683376868834 130.54064029852654 175.65736909162933 0.32101616841072256; 4.274650095715573 1.062218731315376 175.65736909162925 238.955453512725 0.4048753055337774; 0.008503088026726726 0.09082120236278277 0.32101616841071867 0.4048753055337735 0.03166250038570739],0.00013980570063778792,true,5407.190337257665,0.9034520468383707,481.26905555197766,7340.012743166582,5407.12476938028,481.1800496277354
2013:2058,2034,6,5408.642065093026,5409.098902523733,5408.851784412176,0.002875166282317573,0.04892667500366161,0.9465155313112867,0.0060113875099717905,[0.1416933009757475 -1.01260045585359 53.40618669705738 67.35998723771998 -0.048659374833191646; -1.0126004558536128 37.87799389774722 -447.1470964024194 -534.3434685889993 1.6650621966168586; 53.406186697057414 -447.14709640241085 20276.222692413863 25478.61597077195 -21.16623897765049; 67.35998723772012 -534.3434685889893 25478.61597077199 32289.761527294086 -25.284956540343487; -0.04865937483319255 1.665062196616857 -21.16623897765082 -25.284956540343867 0.07459990877517685],3.4821292401166155e-6,true,5408.855255894023,0.9438301950000224,271.0590629591844,927.2959374714736,5408.562944613443,271.0089476621698
2242:2287,2264,6,5410.966860018183,5411.423697448891,5411.1937857354615,0.012399085465759529,0.04334728282321511,0.9512974200358533,0.007893397987625889,[0.0936010675595826 -0.0064222910324573945 7.719439118550073 10.228724010047715 -0.0016388663892143468; -0.006422291032459026 1.0306393502197067 -1.175252713100293 -1.479973570926003 0.20674872398303898; 7.719439118550077 -1.1752527131001216 637.409604347418 842.9157117141173 -0.2648483663038602; 10.228724010047715 -1.4799735709258357 842.9157117141169 1126.1359888536754 -0.33310646606073735; -0.0016388663892146665 0.20674872398303895 -0.2648483663038942 -0.33310646606077 0.042674917505291426],2.5344496930381443e-5,true,5411.190202762085,0.9395835604155068,303.17374458796365,4415.5904450804555,5411.121542919566,303.1177170493533
2354:2403,2376,6,5412.103877623501,5412.601322825827,5412.33184444819,0.009255520595343788,0.05001397542493627,0.9603648543949658,0.005585680688997845,[0.08033517670944297 -0.21366842807634917 8.946167825584926 11.736151288940547 -0.031209838113816838; -0.21366842807634998 2.383391134618011 -25.029340068418914 -30.913578109980573 0.3175576449641408; 8.946167825584922 -25.029340068418964 997.6961374414126 1304.862869254229 -3.637944325296426; 11.736151288940556 -30.91357810998079 1304.8628692542306 1727.3363377338412 -4.491103966757709; -0.031209838113816918 0.31755764496414063 -3.637944325296417 -4.4911039667576755 0.04340813389374366],0.00011736410929410443,true,5412.327220367402,0.9515132844209444,209.45091551508295,2941.77106967473,5412.256021449963,209.4122163964491
2774:2823,2798,6,5416.36769364344,5416.8651388457665,5416.61311791876,0.013320912695679043,0.05142132808052267,0.9836090902103789,0.004773754302781099,[0.09004067098301023 -0.02245441044412999 6.68381925338608 8.853769877295287 -0.004693209272197275; -0.0224544104441284 0.9522723355223132 -2.0098016065303077 -2.5122411116425503 0.1735366995773705; 6.683819253386079 -2.0098016065304307 496.5556745831469 656.4471858728871 -0.411132723574292; 8.853769877295282 -2.512241111642709 656.4471858728866 876.6920375454191 -0.5137212330308181; -0.004693209272196984 0.17353669957737053 -0.4111327235742695 -0.5137212330307891 0.03253125301132575],3.5676048204584925e-5,true,5416.611340273152,0.9705821357917689,196.00890451498907,4221.29419480635,5416.564906905689,195.97271773097592
2957:3001,2979,6,5418.225499194986,5418.672184682789,5418.451795822981,0.0012462607171369647,0.04366986874553596,0.9988605421235772,0.0057243115106767285,[0.12994734156493504 0.9999118256844781 98.29631878061306 126.89209275160782 0.021003584884236867; 0.999911825684367 114.56390181913852 274.4942849149947 333.2323874813571 2.31471625442062; 98.2963187806136 274.49428491508297 76562.30498021495 98771.10498526492 6.183421172220463; 126.89209275160857 333.2323874814756 98771.10498526496 128574.62559603743 7.509741413995515; 0.021003584884234622 2.3147162544206203 6.183421172218677 7.509741413993117 0.04796676267904575],2.0305461650582467e-7,true,5418.448841938887,0.997609386311054,262.64249860591184,466.3464846620778,5417.885650176444,262.59402418884144
3128:3172,3150,6,5419.961481431676,5420.408166919478,5420.180610247398,0.0012965383264738235,0.039903429058464765,1.0082949569210735,0.005696708744702227,[0.08563785485821743 0.1113352322421477 63.8558952078728 84.59896366702488 0.0015362356236309285; 0.11133523224217323 78.10821834224981 -255.26762779873013 -317.66019310349714 1.7439306072477583; 63.8558952078727 -255.26762779874662 49114.58380052666 64838.366310807236 -6.417974520449428; 84.59896366702479 -317.66019310352203 64838.3663108073 86565.04275019447 -7.984278195677524; 0.001536235623631501 1.7439306072477583 -6.417974520449061 -7.984278195676966 0.04013258803660286],5.228837352271823e-7,true,5420.184824175577,1.007025936857219,273.0156461070969,527.5571330119369,5419.6673150206,272.9652735295361
3281:3330,3305,6,5421.514728696082,5422.012173898408,5421.762935250214,0.005012831094490279,0.052047308554941246,1.0164157211840898,0.006039038964598821,[0.09752116056096956 0.029887755335004654 18.72407195590148 24.520686779769786 0.001922759898935069; 0.02988775533502981 6.786661648869782 -2.278877135729489 -2.890129694330098 0.4584321740069992; 18.724071955901447 -2.278877135734332 3606.4394914206096 4714.182850992197 -0.17254742718585642; 24.520686779769775 -2.890129694336437 4714.182850992203 6222.927580955833 -0.21816176635834897; 0.0019227598989367692 0.4584321740069993 -0.17254742718552918 -0.21816176635792053 0.03182651638131358],3.073929614188373e-6,true,5421.758375325793,1.0113244264774155,265.0855768698849,1630.6427028190217,5421.595810236327,265.036683220862
3647:3696,3672,6,5425.230339799173,5425.727785001499,5425.481346655327,0.013927572357572665,0.05044611480026815,1.037556235075912,0.003953024525793961,[0.0884185376359818 0.019826949947288952 5.931551447923252 7.902585164094471 0.004227187076034773; 0.019826949947288897 0.7703016538709764 1.1270109302659608 1.4040054985247106 0.14857003442077796; 5.931551447923252 1.1270109302660103 398.21844566129295 529.4821466946855 0.24462540259350984; 7.902585164094477 1.404005498524782 529.482146694686 711.5502409357878 0.3048845798444362; 0.004227187076034764 0.14857003442077796 0.2446254025935001 0.304884579844422 0.029512051754007017],4.232780113511967e-5,true,5425.484138371788,1.0232123823162562,225.41772141907262,4760.8246686615685,5425.436789910732,225.37617329188456
4198:4252,4226,6,5430.824060339617,5431.372265256467,5431.104020559763,0.03357309170468053,0.06373896593107678,1.0678200172989722,0.008016413345654875,[0.09878895766787886 0.020045454910886606 2.618716720542532 3.517438697409591 0.008457953309251066; 0.02004545491088602 0.16257695971367475 0.4985640162904773 0.6281421835313882 0.061711068338685275; 2.618716720542531 0.49856401629049074 69.46173735129788 93.1389614125883 0.21193927896098275; 3.51743869740959 0.6281421835314092 93.13896141258827 126.10862407926864 0.2671433703071891; 0.008457953309250843 0.06171106833868526 0.2119392789609777 0.26714337030718116 0.024079851689714757],0.00032571664202163294,true,5431.108314740946,1.0321480848259617,495.9671412110937,9565.016358754126,5431.056462540949,495.8758210826688
4678:4726,4702,6,5435.696992933834,5436.1842861932555,5435.94064823129,0.019070489334996558,0.04884408919850127,1.1109641997050443,0.008451877903210092,[0.09938576642622425 0.0035865468610642554 4.527080797953038 6.051601192929216 0.0009851090239096532; 0.003586546861063409 0.381643594852877 0.00012030183985690455 -0.006247651299213076 0.10468772229322172; 4.527080797953036 0.00012030183989550605 206.40618074700197 275.36260046043714 9.213267345015532e-5; 6.051601192929225 -0.0062476512991614715 275.36260046043765 371.21019752511216 -0.0016282864008534122; 0.000985109023909421 0.10468772229322171 9.213267343956711e-5 -0.0016282864008675664 0.0295692693113404],7.177895075753577e-5,true,5435.940639563545,1.089921810180579,430.9988509496795,7205.571173479744,5435.880824895065,430.9195636191503
4818:4851,4833,6,5437.118264940481,5437.453279056333,5437.276823193362,0.0009112277555752906,0.024034270736007775,1.1278088452021489,0.0016212076816816325,[0.15629938017524767 -1.4136970943487857 152.22221414673942 197.62814550687142 -0.04282416344052821; -1.413697094348997 141.1482149683286 -1611.9286980515187 -1970.5447462976342 3.8061329804568422; 152.2222141467397 -1611.9286980513134 148759.18715568507 192563.41059116923 -48.00167546750899; 197.62814550687213 -1970.5447462973734 192563.41059116958 251826.12021258843 -58.6741489229377; -0.04282416344053376 3.806132980456835 -48.001675467514374 -58.67414892294454 0.10528969772628166],7.41492778701303e-8,true,5437.27054408405,1.1267992293396376,74.59549934439436,650.2256828486003,5437.155821609512,74.58177990819813
4871:4921,4902,6,5437.656317914425,5438.163915059657,5437.975705893588,0.0028316290547234545,0.09283763671477752,1.1339478143729451,0.009750549572502092,[1.7432438557795766 30.06803917415574 437.38730291328415 474.61299298882545 0.8079565547265416; 30.068039174162372 582.9818219091379 7332.42706930539 7790.15205331847 15.575436249413915; 437.387302913262 7332.427069303335 110443.95896176921 120360.41257913323 197.3473442203431; 474.6129929887858 7790.152053315978 120360.41257912928 131987.05829606566 209.41281077354625; 0.8079565547267078 15.575436249413713 197.34734422039546 209.4128107736101 0.4175686747856401],3.58547505942697e-5,true,5437.971028144469,1.1306931538692857,513.8433460635725,628.0661030857653,5437.152892372551,513.7488472144948
5351:5395,5374,6,5442.529250508643,5442.9759359964455,5442.757436155018,0.0013480621009132523,0.04072330462066924,1.1668451629110097,0.0052763741798970455,[0.11660611755620584 0.8170826800932716 69.72828453689364 91.5851352304164 0.019871912873676522; 0.8170826800933619 67.15544563752748 253.9440381435371 313.02802643590013 1.5402413645187492; 69.72828453689331 253.9440381434797 42618.55947767536 55942.09331444404 6.536358327175639; 91.5851352304159 313.02802643582436 55942.093314444006 74223.70486140224 8.05899391136051; 0.019871912873678583 1.5402413645187483 6.536358327176955 8.058993911362245 0.03636380365931336],4.471959803669323e-7,true,5442.762745195449,1.165323235539869,296.92397117079224,631.9147531242568,5442.292865405963,296.8694149090739
5458:5498,5477,6,5443.615508399436,5444.021586115621,5443.807633833911,0.0005690769956122185,0.038437316458228246,1.1731516914808167,0.004625189262332453,[0.17762826157331316 -0.6983095435649602 268.15683031960583 341.7514430410262 -0.011477409651458322; -0.6983095435645517 585.179071237178 -5759.241192905473 -6916.445387886877 6.337931912423978; 268.15683031960265 -5759.241192906076 442988.36802394025 560407.9024368329 -68.19722140629128; 341.75144304102196 -6916.4453878876375 560407.9024368327 714775.8258030815 -81.8864576346428; -0.01147740965145394 6.337931912423988 -68.19722140628488 -81.88645763463474 0.07011276480775258],1.8647453435231486e-8,true,5443.808395314624,1.1724983789724164,254.3993858505185,286.12178151276726,5442.919265572367,254.35265015649907
127:176,157,7,5437.650543926488,5438.152278300461,5437.978377224923,0.0037734594295741747,0.10000000000000002,0.8643021086345151,0.012949283432706911,[2.231591308133605 41.442157838285404 539.6804336257676 567.8826492520061 1.4050221556788858; 41.44215783827629 828.5664566111428 9829.096219761945 10167.764094539158 28.021765739688895; 539.6804336257976 9829.096219764704 131150.62656343295 138553.5150320037 333.4905210305937; 567.8826492520614 10167.764094542501 138553.5150320094 147254.61276945195 344.5091990641977; 1.4050221556785938 28.021765739689215 333.4905210305043 344.5091990640886 0.9500038961627176],0.010320157850504956,true,5437.957728237084,0.8608149946947021,502.6772508809468,498.8639964720733,5436.950084361326,502.58480370604065
561:665,627,7,5442.09447695311,5443.159382563176,5442.77710289604,0.005963889969016346,0.10000000000000002,0.882171642237872,-0.0021524836406169065,[0.0037799583483532208 0.10379804973173509 0.7353713719863793 1.0092856508402643 0.004157829309802212; 0.10379804973173526 3.4245826651742095 20.55195731663623 26.99587598803189 0.1287876586464788; 0.7353713719863793 20.551957316636205 144.2532961192594 193.74990411270085 0.8214445408572504; 1.0092856508402641 26.995875988031848 193.74990411270082 282.18551038412505 1.067447539450392; 0.004157829309802216 0.12878765864647868 0.821444540857251 1.067447539450393 0.005081852269300425],0.4351878022508052,true,5442.770282436421,0.8768680883730267,-102.01685897985105,701.3621209644263,5442.9157377667425,-101.99811567625099
963:1011,988,7,5446.210746715096,5446.70224161205,5446.4607189658955,0.009813169502706089,0.04827055897030082,0.889791698860027,0.0057826040679977205,[0.07181957908504726 0.050028086640962144 7.981407804450957 10.642355442952315 0.00777853725523479; 0.050028086640960735 1.7073044095243495 4.632894646663246 5.7764289869040715 0.24029100772945677; 7.981407804450958 4.632894646663431 888.091983666245 1181.8094385439506 0.7348838104052899; 10.642355442952315 5.776428986904307 1181.8094385439506 1590.4309978028084 0.9166453898264244; 0.007778537255234594 0.24029100772945683 0.7348838104052638 0.9166453898263914 0.03486408716215777],2.572525855703761e-5,true,5446.466733640593,0.8811620962464779,286.19792677779435,3005.179261972148,5446.371498747154,286.14537887050324
1138:1195,1170,7,5448.0026551935725,5448.586305383706,5448.322334475115,0.033144795191695456,0.06641916092599157,0.8914375098589323,0.013680770565284382,[0.061894045146287234 0.06766701942018304 1.9672268546255745 2.6473630314583807 0.026783479044059665; 0.0676670194201833 0.22124303193729225 2.1071754316206657 2.6664301914661444 0.0806921245373412; 1.967226854625575 2.107175431620662 62.58319574568306 84.07553399874385 0.8368111501179045; 2.647363031458383 2.6664301914661337 84.07553399874392 114.49507556181834 1.0585301437656844; 0.02678347904405975 0.0806921245373412 0.8368111501179053 1.0585301437656875 0.030236112635464465],0.002884261586018762,true,5448.330318458208,0.862121406080018,712.035064981658,7683.888870898621,5448.237652481781,711.904375196233
1649:1694,1673,7,5453.2350279507245,5453.695804416619,5453.474439235033,0.0006824278044003056,0.04477329962060865,0.9286384027000715,0.004793170695740498,[0.11968510054159011 3.423595055820055 162.36312989063651 210.1757973817099 0.038733986290075496; 3.42359505582004 399.2235306687502 2574.8721781666463 3148.411606821428 4.287010520814442; 162.3631298906367 2574.872178166679 234598.3731652218 304400.8169570966 30.73090225784639; 210.17579738170986 3148.41160682145 304400.8169570963 398973.9204439495 37.57837969325971; 0.03873398629007535 4.287010520814443 30.73090225784607 37.57837969325952 0.04726997685139098],1.4354643293139863e-7,true,5453.480775399202,0.9280365707784882,212.7142893550845,235.72367001514502,5452.578387067383,212.67528089443493
1989:2041,2016,7,5456.716450137479,5457.248902942512,5456.987858582857,0.03172834640333219,0.06396928801383824,0.9359678663534197,0.005423749144434373,[0.1134676351043765 0.02403704771841575 3.646440029437741 4.81551987399224 0.00968453843411706; 0.02403704771841665 0.24923336121885012 0.7368513834847873 0.9170190996155965 0.09077249921534106; 3.6464400294377413 0.736851383484769 117.2377963168175 154.6033695788971 0.29846189499696574; 4.815519873992245 0.9170190996155654 154.60336957889723 205.59271628956031 0.3715486412253568; 0.009684538434117382 0.09077249921534103 0.2984618949969722 0.3715486412253679 0.033876650948592955],0.00012841133508605514,true,5456.992916017016,0.9064250164423853,339.0201726001407,7992.719317828044,5456.950499893152,338.95804653631916
2576:2616,2599,7,5462.727023148141,5463.136602228935,5462.962383368599,0.0004971175664304425,0.0354794947503768,0.9752709640618347,0.005419161709936024,[0.26108704221535045 15.507257833639557 365.64778278350923 450.623203275419 0.1687384224687688; 15.507257833637226 1182.2809185635176 18971.24232936863 22512.241630213848 12.493109044437888; 365.64778278353344 18971.2423293733 541207.2257064426 674977.2298456585 210.4734857211658; 450.6232032754574 22512.241630220145 674977.2298456702 853026.5613325476 249.48044275544393; 0.1687384224687467 12.4931090444381 210.47348572111935 249.48044275538086 0.13433910042525044],3.3949920871423785e-7,true,5462.962531119598,0.9747931325311144,249.1206632091879,221.6640582239528,5461.838665278626,249.0750567657187
2722:2786,2764,7,5464.221986793041,5464.877313322312,5464.624389747517,0.017794829291922293,0.10000000000000002,0.9879492398428208,0.011978725620953852,[0.168162946281344 0.7048116001864905 8.878259560410756 10.4827476616529 0.10478220783274644; 0.7048116001864793 3.659795499047899 36.86287128596025 41.96841463753273 0.5341335304952398; 8.878259560410763 36.862871285960914 469.0232093800101 553.9627014673664 5.487595716057289; 10.482747661652937 41.96841463753361 553.962701467368 662.966787525894 6.234818664068278; 0.10478220783274483 0.5341335304952404 5.487595716057195 6.234818664068151 0.07869574245394129],2.43578630794348,true,5464.652044827875,0.9707142945146942,688.1365888135023,1878.1430001719061,5464.285652817922,688.010659540574
2852:2887,2868,7,5465.553118805624,5465.911500501319,5465.719030887489,0.0007076064149845264,0.030352949974626998,0.9886389771841314,0.007660517732010779,[0.16100166336862765 -1.0547406349738022 238.3743235515407 303.2385399745643 -0.024536013557809107; -1.0547406349723567 452.67117170705467 -6362.362530137647 -7605.822039181727 7.8147433700023345; 238.37432355152515 -6362.362530139675 404769.31708564557 509011.33867302584 -118.81913160612456; 303.2385399745463 -7605.822039184335 509011.33867302875 645483.2154031456 -142.00026332648054; -0.024536013557784085 7.814743370002404 -118.81913160609017 -142.00026332643625 0.1375975636333373],1.361417531186133e-7,true,5465.716950437942,0.9879355610872593,353.484873453788,368.08302177631407,5464.756610371866,353.42019466884847
3050:3095,3073,7,5467.580535255557,5468.041311721451,5467.815505194676,0.0038116156342051333,0.04279574155039812,0.9990415465355472,0.003952770858695389,[0.0886083136913376 0.16505726509905738 22.63800094168178 29.939004128179917 0.011135470518279325; 0.16505726509906637 9.772943952585518 32.77792601015728 40.62152980545809 0.6018958394158577; 22.638000941681767 32.77792601015494 5796.691344847554 7652.623013876989 2.2701153705378982; 29.939004128179924 40.621529805454884 7652.623013876994 10214.98873203042 2.813897302128356; 0.01113547051827987 0.6018958394158574 2.270115370538041 2.8138973021285514 0.03818814823834929],4.1061929767731375e-6,true,5467.816043227014,0.9952720551722518,188.17757560405767,1475.5242486027614,5467.688510537679,188.14315971136838
3465:3510,3487,7,5471.829918218802,5472.290694684696,5472.059201665879,0.0018208263344454752,0.04464889167016857,1.0296094692565152,0.0073661174433209825,[0.10705419705200672 0.2819119370767851 55.02138522747476 71.90158369911845 0.00776896846599604; 0.2819119370767243 47.03515221216305 -39.494378725170705 -49.23223973374636 1.3390420899183058; 55.02138522747498 -39.49437872514318 29028.766546262395 37855.35937917302 -1.2599070509735055; 71.90158369911866 -49.23223973371205 37855.35937917299 49855.75074393476 -1.568098463866694; 0.0077689684659943015 1.3390420899183058 -1.2599070509742905 -1.5680984638676714 0.039184578692675526],4.359169594069202e-7,true,5472.055186713239,1.0277210889632713,348.80783959685306,703.4752513575321,5471.559351445511,348.7440932288465
3665:3708,3687,7,5473.877813622775,5474.318111134629,5474.104099089463,0.0019350669527570298,0.03920930964912518,1.041813072440792,0.003771272710006032,[0.09911611510251693 0.48974373362971235 47.349696544447795 62.39167251975118 0.018196881170560102; 0.48974373362972556 35.45246851612154 171.9118096733845 212.5919741935186 1.2117519653017192; 47.34969654444777 171.91180967337823 22750.860894402264 29941.44890293704 6.590910356669893; 62.39167251975119 212.5919741935104 29941.448902937063 39843.08572577068 8.15141488651032; 0.018196881170560543 1.2117519653017188 6.590910356670102 8.151414886510592 0.04264983654319753],5.050280229205596e-7,true,5474.103082117212,1.039816777916961,182.3519880340372,845.3192150772986,5473.887362440217,182.31867562131976
3784:3831,3807,7,5475.096311388139,5475.577566808073,5475.327504511834,0.0038060710491524684,0.04470569447505009,1.04833364369763,0.007136639634110953,[0.07235044525802262 -0.14756131545038365 18.019370574978776 24.09451990558222 -0.010152965626112264; -0.14756131545036671 8.856156764243245 -52.85775345379172 -66.21625064240213 0.5170477339038482; 18.01937057497875 -52.85775345379602 4521.595391258109 6022.950760576229 -3.4661912777829533; 24.094519905582178 -66.21625064240766 6022.9507605762265 8123.423349879879 -4.340931744806572; -0.01015296562611129 0.5170477339038485 -3.466191277782706 -4.340931744806254 0.031155279945710622],7.866550780417055e-6,true,5475.331819359596,1.0444123730162758,367.90475585553185,1485.7288983810977,5475.08419359405,367.83756119270197
4231:4270,4250,7,5479.6733576160195,5480.0726972197945,5479.865931716744,0.0009681691310914079,0.03407924719574438,1.0783709856213133,0.007488057524724544,[0.12595381484607832 0.13683142889707156 117.68284500780607 153.46968612617803 0.0003103922410111811; 0.13683142889741862 150.8757506144558 -1026.3057328014631 -1257.9190411798204 3.020774890010124; 117.6828450078034 -1026.3057328017894 118853.50011631523 154107.01868163928 -22.853617033014693; 153.4696861261748 -1257.9190411802483 154107.0186816395 201789.85486032802 -28.0050055153233; 0.00031039224101814256 3.0207748900101308 -22.853617033008195 -28.00500551531478 0.06209023580643597],1.0214317027395204e-7,true,5479.867907679397,1.0773586155700083,382.9168093444754,498.76564156876475,5479.100178755368,382.8469274346184
4693:4746,4721,7,5484.403995999198,5484.94668828125,5484.685124141969,0.004334265488375303,0.10000000000000002,1.1206089290781043,0.008623673083819687,[0.6913913457002141 1.9732787488568952 137.02586273512458 161.7050984180792 0.07222814972977237; 1.9732787488543133 51.13159513476199 302.22317127781736 343.1667063474112 1.7832070510565754; 137.02586273512964 302.2231712783432 27332.5211962516 32269.504551860424 11.23681005214955; 161.70509841808587 343.1667063480345 32269.504551860573 38222.526795112135 12.760914250688266; 0.07222814972968296 1.78320705105659 11.236810052131311 12.760914250666639 0.06281967327402038],0.0033366988608008992,true,5484.690701355754,1.115808731163086,466.7875275742039,804.7186190903641,5484.110638316947,466.7024157167541
5134:5182,5158,7,5488.919605364958,5489.411100261912,5489.164753311549,0.005977644296823512,0.04839142945501089,1.1449215513674442,0.007106417227283296,[0.0924418436991749 0.019412989825942993 13.183086863046839 17.513017783361388 0.001547732112320356; 0.01941298982594796 3.576763910977329 -1.3939394685965174 -1.7879244106755265 0.30467655067944205; 13.183086863046833 -1.3939394685972262 1886.1240828806353 2500.129179295856 -0.13397623610208062; 17.51301778336137 -1.7879244106764702 2500.1291792958546 3350.952703623411 -0.17129639234473393; 0.001547732112320779 0.30467655067944205 -0.13397623610202028 -0.17129639234465358 0.026751759605330844],1.5307843114122152e-5,true,5489.165352813436,1.1381328658109706,387.3024845180917,2399.2479450067776,5489.00392619418,387.2319258530352
5350:5411,5392,7,5491.13133240125,5491.755940499462,5491.614472979126,0.0029940798524144526,0.10000000000000002,1.166839734215641,0.006913515989212565,[1.5363515987193463 40.47935796515651 346.86318404655 311.36972816051673 1.1316741268421693; 40.47935796515677 1072.7743207881456 9127.025597307698 8157.536124746621 29.96587631443604; 346.8631840465494 9127.025597307624 78338.33895920939 70368.07093978296 255.24387466614976; 311.3697281605181 8157.5361247466035 70368.07093978339 63956.30193023979 227.082133405018; 1.1316741268421682 29.965876314435818 255.24387466615 227.08213340501678 0.8400853545267339],0.07506235881022746,true,5491.561390436084,1.1629517855155584,332.85566364727526,417.7487108058265,5490.764606017516,332.7950470412232
5538:5584,5558,7,5493.056354080984,5493.527370023899,5493.263861641064,0.0006277554962263191,0.046485299797814524,1.1754506549370778,0.004111952917074553,[0.08758898598615177 -2.8601192626471974 135.40632093033938 174.52024059544868 -0.03225397574313779; -2.860119262646567 571.9880629801429 -7564.658967812823 -9099.553563489495 5.7156287590251305; 135.40632093033537 -7564.658967813633 230084.66863060952 291762.3194640391 -80.53632338654619; 174.5202405954443 -9099.553563490568 291762.3194640403 374519.42509292986 -96.80238279378344; -0.032253975743131665 5.715628759025165 -80.53632338653854 -96.80238279377326 0.058289869197307845],5.703316397067375e-7,true,5493.261143621382,1.1747088217170036,226.35083247165068,271.1046497139833,5492.426223111127,226.309624156622
344:391,368,8,5488.914109343909,5489.3995549667425,5489.162597210692,0.005018451632066685,0.04678910286265827,0.871823432426335,0.007444350518923085,[0.07008254568155604 0.15015912149333044 15.456252979792083 20.526931128410464 0.012103968841825428; 0.15015912149334357 6.4900294952580095 24.33576110204488 30.23537807884764 0.47970863052409435; 15.456252979792074 24.335761102042056 3423.606100208854 4539.636107431169 2.025153247721061; 20.52693112841041 30.235378078843723 4539.63610743116 6088.8812547975285 2.51703435822799; 0.012103968841826407 0.4797086305240943 2.025153247721271 2.5170343582282824 0.03655652823603056],1.4365929888297855e-5,true,5489.161996470462,0.8674806231937429,303.8698976301974,1577.7952701410159,5488.969405008578,303.81453850093425
559:687,597,8,5491.134764852616,5492.456829527567,5491.523152686126,0.006031241810476413,0.10000000000000002,0.8811105395190342,-0.006543187535881669,[0.004509412393835465 -0.1133250797828323 0.7094648994469295 0.9440021790668182 -0.004437396110034; -0.11332507978283243 3.0049613278633682 -17.673351312230903 -23.492863128540694 0.11239109000432215; 0.7094648994469297 -17.673351312230885 112.69629631237176 146.85494321819712 -0.699317281693731; 0.9440021790668167 -23.49286312854063 146.85494321819687 207.8036868629339 -0.9143428826544994; -0.004437396110034003 0.1123910900043221 -0.6993172816937313 -0.9143428826545015 0.004426399146521772],2.2912746020270633,true,5491.527252802992,0.8755631196775823,-247.17655416257807,402.47173553578943,5492.1413991699,-247.13154614890755
895:955,925,8,5494.605184624362,5495.224902440745,5494.910560256496,0.0020882615277216803,0.06462668580001765,0.8867584742597354,0.004674745498433644,[0.02972633664813817 0.026634672351599775 15.6016640719741 21.702590392561014 0.0002693940890212889; 0.02663467235159654 28.052284374370807 -47.69303610136732 -61.723492124680064 0.5849555024046466; 15.60166407197411 -47.69303610136558 8334.934989870928 11540.339414092605 -1.1466578070869637; 21.702590392561024 -61.72349212467725 11540.339414092603 16250.51746907394 -1.4831816176395307; 0.00026939408902122133 0.5849555024046464 -1.146657807087 -1.4831816176395896 0.012721797339663707],1.2871625351180665e-5,true,5494.915043532554,0.8849315524412779,201.62511149313718,498.73854338191995,5494.510773371026,201.5884171080176
1291:1339,1315,8,5498.695322212491,5499.191096465597,5498.94325019117,0.01251267755766292,0.04788247457015035,0.9027148849305904,0.005832055847765388,[0.06529989168329835 0.00527087418774123 5.606843913624286 7.556885048361472 0.0009512110369405223; 0.005270874187738949 0.9506527036497008 0.023007979697242605 0.01798637250026157 0.17036222877965126; 5.606843913624287 0.023007979697438525 481.9750872920608 648.0559995993638 0.004697859577558298; 7.556885048361472 0.017986372500525722 648.0559995993635 881.8049904365821 0.003954530992561517; 0.0009512110369401139 0.17036222877965126 0.004697859577523188 0.00395453099251418 0.031533346452055355],4.392316221787666e-5,true,5498.943209339044,0.8915136381927223,246.4488997158127,3995.5186810498217,5498.881528010689,246.4040819621928
1675:1722,1698,8,5502.661516237344,5503.146961860177,5502.9018851989185,0.010017888057103071,0.04717296371968806,0.9228550157803967,0.0037988331399320674,[0.07525871586056798 -0.01743796032646472 7.932025362639602 10.584013046346104 -0.0029941486040438014; -0.017437960326465718 1.5595849532016315 -2.42953834478655 -3.0525708959738593 0.22913027717788506; 7.932025362639603 -2.4295383447864083 836.7930986180342 1114.05864300537 -0.4027849714709757; 10.584013046346099 -3.052570895973645 1114.0586430053693 1499.835947329084 -0.5058790231978665; -0.002994148604043948 0.22913027717788506 -0.40278497147099673 -0.5058790231978985 0.03470549760689921],2.9162028328511926e-5,true,5502.899074733624,0.9136792237319864,139.91184962580618,3316.4983941436058,5502.856888115994,139.8864244119276
1831:1876,1853,8,5504.2727825599395,5504.737570922227,5504.499237511935,0.002080483467398726,0.047194395485687025,0.9338937242155343,0.00541643182953472,[0.10839979148105983 -0.16531661833522193 55.321366858597855 71.5777309751241 -0.006597367907998862; -0.16531661833519623 47.117981912723636 -205.68677762889072 -251.2681918815534 1.4763579686474055; 55.32136685859779 -205.68677762890366 28560.19941245398 36854.54167023287 -7.167114148057795; 71.57773097512403 -251.2681918815706 36854.54167023287 47992.425306404824 -8.753499996504724; -0.006597367907998062 1.4763579686474062 -7.167114148057394 -8.75349999650419 0.04743461940228266],6.425720549879748e-7,true,5504.500012425947,0.931968543111757,240.45842291490084,703.0703436025693,5504.15800052756,240.4147375860062
